Freq.	V(vout)	V(vout)/V(vin)
1.23026877081237e+04	(1.96302014091826e+01dB,-1.71197786706669e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.25892541179416e+04	(1.96347808925538e+01dB,-1.71395116223888e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.28824955169313e+04	(1.96391587776280e+01dB,-1.71588152923984e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.31825673855640e+04	(1.96433437490911e+01dB,-1.71776981619200e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.34896288259164e+04	(1.96473441339073e+01dB,-1.71961686012741e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.38038426460288e+04	(1.96511679146334e+01dB,-1.72142348673356e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.41253754462274e+04	(1.96548227423642e+01dB,-1.72319051013466e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.44543977074592e+04	(1.96583159493040e+01dB,-1.72491873270570e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.47910838816820e+04	(1.96616545609672e+01dB,-1.72660894491733e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.51356124843620e+04	(1.96648453080077e+01dB,-1.72826192520922e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.54881661891247e+04	(1.96678946376797e+01dB,-1.72987843989014e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.58489319246110e+04	(1.96708087249341e+01dB,-1.73145924306265e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.62181009735892e+04	(1.96735934831528e+01dB,-1.73300507657071e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.65958690743755e+04	(1.96762545745286e+01dB,-1.73451666996855e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.69824365246173e+04	(1.96787974200938e+01dB,-1.73599474050907e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.73780082874936e+04	(1.96812272094048e+01dB,-1.73743999315030e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.77827941003891e+04	(1.96835489098903e+01dB,-1.73885312057859e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.81970085860997e+04	(1.96857672758679e+01dB,-1.74023480324703e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.86208713666285e+04	(1.96878868572384e+01dB,-1.74158570942792e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.90546071796323e+04	(1.96899120078651e+01dB,-1.74290649527808e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.94984459975803e+04	(1.96918468936452e+01dB,-1.74419780491592e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.99526231496887e+04	(1.96936955002817e+01dB,-1.74546027050907e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.04173794466951e+04	(1.96954616407648e+01dB,-1.74669451237184e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.08929613085402e+04	(1.96971489625697e+01dB,-1.74790113907135e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.13796208950222e+04	(1.96987609545794e+01dB,-1.74908074754160e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.18776162394954e+04	(1.97003009537415e+01dB,-1.75023392320464e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.23872113856832e+04	(1.97017721514662e+01dB,-1.75136124009806e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.29086765276776e+04	(1.97031775997744e+01dB,-1.75246326100817e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.34422881531990e+04	(1.97045202172031e+01dB,-1.75354053760815e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.39883291901947e+04	(1.97058027944772e+01dB,-1.75459361060058e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.45470891568501e+04	(1.97070279999546e+01dB,-1.75562300986380e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.51188643150956e+04	(1.97081983848528e+01dB,-1.75662925460155e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.57039578276884e+04	(1.97093163882645e+01dB,-1.75761285349544e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.63026799189536e+04	(1.97103843419697e+01dB,-1.75857430485974e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.69153480392689e+04	(1.97114044750509e+01dB,-1.75951409679814e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.75422870333814e+04	(1.97123789183202e+01dB,-1.76043270736203e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.81838293126443e+04	(1.97133097085627e+01dB,-1.76133060470997e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.88403150312658e+04	(1.97141987926056e+01dB,-1.76220824726803e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.95120922666636e+04	(1.97150480312177e+01dB,-1.76306608389070e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.01995172040199e+04	(1.97158592028464e+01dB,-1.76390455402202e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.09029543251357e+04	(1.97166340071982e+01dB,-1.76472408785680e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.16227766016835e+04	(1.97173740686693e+01dB,-1.76552510650156e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.23593656929626e+04	(1.97180809396312e+01dB,-1.76630802213505e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.31131121482588e+04	(1.97187561035778e+01dB,-1.76707323816818e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.38844156139200e+04	(1.97194009781386e+01dB,-1.76782114940311e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.46736850452529e+04	(1.97200169179644e+01dB,-1.76855214219130e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.54813389233573e+04	(1.97206052174895e+01dB,-1.76926659459059e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.63078054770098e+04	(1.97211671135764e+01dB,-1.76996487652086e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.71535229097169e+04	(1.97217037880466e+01dB,-1.77064734991843e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.80189396320558e+04	(1.97222163701030e+01dB,-1.77131436888888e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.89045144994277e+04	(1.97227059386482e+01dB,-1.77196627985840e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.98107170553494e+04	(1.97231735245027e+01dB,-1.77260342172332e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
4.07380277804109e+04	(1.97236201125273e+01dB,-1.77322612599803e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
4.16869383470332e+04	(1.97240466436531e+01dB,-1.77383471696100e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.26579518801589e+04	(1.97244540168247e+01dB,-1.77442951179892e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.36515832240162e+04	(1.97248430908576e+01dB,-1.77501082074901e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
4.46683592150959e+04	(1.97252146862157e+01dB,-1.77557894723922e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.57088189614871e+04	(1.97255695867105e+01dB,-1.77613418802648e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
4.67735141287194e+04	(1.97259085411275e+01dB,-1.77667683333299e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.78630092322634e+04	(1.97262322647799e+01dB,-1.77720716698026e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.89778819368442e+04	(1.97265414409952e+01dB,-1.77772546652125e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.01187233627268e+04	(1.97268367225368e+01dB,-1.77823200337028e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
5.12861383991360e+04	(1.97271187329624e+01dB,-1.77872704293085e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.24807460249768e+04	(1.97273880679239e+01dB,-1.77921084472141e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.37031796370248e+04	(1.97276452964087e+01dB,-1.77968366249888e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.49540873857620e+04	(1.97278909619277e+01dB,-1.78014574438016e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.62341325190344e+04	(1.97281255836501e+01dB,-1.78059733296142e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.75439937337152e+04	(1.97283496574883e+01dB,-1.78103866543538e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.88843655355584e+04	(1.97285636571354e+01dB,-1.78146997370634e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.02559586074352e+04	(1.97287680350559e+01dB,-1.78189148450328e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.16595001861477e+04	(1.97289632234335e+01dB,-1.78230341949071e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
6.30957344480187e+04	(1.97291496350765e+01dB,-1.78270599537759e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.45654229034650e+04	(1.97293276642831e+01dB,-1.78309942402412e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.60693448007590e+04	(1.97294976876684e+01dB,-1.78348391254648e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
6.76082975391975e+04	(1.97296600649546e+01dB,-1.78385966341965e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.91830970918930e+04	(1.97298151397267e+01dB,-1.78422687457812e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.07945784384131e+04	(1.97299632401536e+01dB,-1.78458573951475e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
7.24435960074983e+04	(1.97301046796781e+01dB,-1.78493644737758e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.41310241300911e+04	(1.97302397576754e+01dB,-1.78527918306476e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.58577575029177e+04	(1.97303687600835e+01dB,-1.78561412731760e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
7.76247116628685e+04	(1.97304919600039e+01dB,-1.78594145681175e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.94328234724274e+04	(1.97306096182771e+01dB,-1.78626134424646e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
8.12830516164092e+04	(1.97307219840315e+01dB,-1.78657395843214e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
8.31763771102663e+04	(1.97308292952077e+01dB,-1.78687946437603e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
8.51138038202369e+04	(1.97309317790608e+01dB,-1.78717802336616e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
8.70963589956073e+04	(1.97310296526383e+01dB,-1.78746979305354e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
8.91250938133737e+04	(1.97311231232382e+01dB,-1.78775492753269e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
9.12010839355901e+04	(1.97312123888461e+01dB,-1.78803357742044e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
9.33254300796982e+04	(1.97312976385527e+01dB,-1.78830588993307e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
9.54992586021427e+04	(1.97313790529526e+01dB,-1.78857200896191e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
9.77237220955802e+04	(1.97314568045256e+01dB,-1.78883207514727e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
9.99999999999991e+04	(1.97315310580009e+01dB,-1.78908622595077e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.02329299228074e+05	(1.97316019707044e+01dB,-1.78933459572626e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.04712854805089e+05	(1.97316696928913e+01dB,-1.78957731578910e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.07151930523760e+05	(1.97317343680636e+01dB,-1.78981451448401e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.09647819614317e+05	(1.97317961332728e+01dB,-1.79004631725146e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.12201845430195e+05	(1.97318551194097e+01dB,-1.79027284669265e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.14815362149687e+05	(1.97319114514809e+01dB,-1.79049422263304e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.17489755493952e+05	(1.97319652488734e+01dB,-1.79071056218455e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.20226443461740e+05	(1.97320166256065e+01dB,-1.79092197980638e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.23026877081237e+05	(1.97320656905731e+01dB,-1.79112858736454e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.25892541179416e+05	(1.97321125477698e+01dB,-1.79133049419005e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.28824955169312e+05	(1.97321572965173e+01dB,-1.79152780713587e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.31825673855639e+05	(1.97322000316697e+01dB,-1.79172063063263e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.34896288259164e+05	(1.97322408438161e+01dB,-1.79190906674308e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.38038426460287e+05	(1.97322798194713e+01dB,-1.79209321521541e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.41253754462274e+05	(1.97323170412595e+01dB,-1.79227317353529e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.44543977074591e+05	(1.97323525880892e+01dB,-1.79244903697692e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.47910838816819e+05	(1.97323865353196e+01dB,-1.79262089865278e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.51356124843619e+05	(1.97324189549206e+01dB,-1.79278884956245e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.54881661891247e+05	(1.97324499156251e+01dB,-1.79295297864020e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.58489319246110e+05	(1.97324794830745e+01dB,-1.79311337280163e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.62181009735891e+05	(1.97325077199573e+01dB,-1.79327011698923e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.65958690743754e+05	(1.97325346861424e+01dB,-1.79342329421696e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.69824365246173e+05	(1.97325604388056e+01dB,-1.79357298561376e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.73780082874936e+05	(1.97325850325506e+01dB,-1.79371927046621e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.77827941003890e+05	(1.97326085195247e+01dB,-1.79386222626014e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.81970085860996e+05	(1.97326309495294e+01dB,-1.79400192872138e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.86208713666285e+05	(1.97326523701257e+01dB,-1.79413845185554e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.90546071796323e+05	(1.97326728267350e+01dB,-1.79427186798694e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.94984459975802e+05	(1.97326923627352e+01dB,-1.79440224779667e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.99526231496886e+05	(1.97327110195526e+01dB,-1.79452966035980e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.04173794466951e+05	(1.97327288367497e+01dB,-1.79465417318172e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.08929613085402e+05	(1.97327458521091e+01dB,-1.79477585223370e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.13796208950221e+05	(1.97327621017134e+01dB,-1.79489476198766e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.18776162394953e+05	(1.97327776200217e+01dB,-1.79501096545014e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.23872113856832e+05	(1.97327924399429e+01dB,-1.79512452419548e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.29086765276775e+05	(1.97328065929050e+01dB,-1.79523549839832e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.34422881531990e+05	(1.97328201089219e+01dB,-1.79534394686534e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.39883291901946e+05	(1.97328330166571e+01dB,-1.79544992706624e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.45470891568500e+05	(1.97328453434844e+01dB,-1.79555349516412e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.51188643150955e+05	(1.97328571155456e+01dB,-1.79565470604504e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.57039578276884e+05	(1.97328683578067e+01dB,-1.79575361334709e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.63026799189535e+05	(1.97328790941098e+01dB,-1.79585026948863e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.69153480392689e+05	(1.97328893472244e+01dB,-1.79594472569601e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.75422870333814e+05	(1.97328991388955e+01dB,-1.79603703203062e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.81838293126442e+05	(1.97329084898894e+01dB,-1.79612723741531e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
2.88403150312657e+05	(1.97329174200380e+01dB,-1.79621538966027e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
2.95120922666635e+05	(1.97329259482809e+01dB,-1.79630153548830e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.01995172040198e+05	(1.97329340927052e+01dB,-1.79638572055946e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.09029543251356e+05	(1.97329418705843e+01dB,-1.79646798949524e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.16227766016834e+05	(1.97329492984142e+01dB,-1.79654838590214e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.23593656929625e+05	(1.97329563919486e+01dB,-1.79662695239473e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.31131121482587e+05	(1.97329631662321e+01dB,-1.79670373061819e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.38844156139199e+05	(1.97329696356325e+01dB,-1.79677876127030e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.46736850452528e+05	(1.97329758138710e+01dB,-1.79685208412302e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.54813389233571e+05	(1.97329817140510e+01dB,-1.79692373804347e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.63078054770097e+05	(1.97329873486868e+01dB,-1.79699376101454e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.71535229097168e+05	(1.97329927297289e+01dB,-1.79706219015497e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.80189396320557e+05	(1.97329978685905e+01dB,-1.79712906173898e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
3.89045144994276e+05	(1.97330027761709e+01dB,-1.79719441121548e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
3.98107170553493e+05	(1.97330074628790e+01dB,-1.79725827322682e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.07380277804108e+05	(1.97330119386552e+01dB,-1.79732068162713e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.16869383470331e+05	(1.97330162129926e+01dB,-1.79738166950025e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
4.26579518801588e+05	(1.97330202949570e+01dB,-1.79744126917722e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.36515832240161e+05	(1.97330241932064e+01dB,-1.79749951225342e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.46683592150958e+05	(1.97330279160089e+01dB,-1.79755642960528e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
4.57088189614870e+05	(1.97330314712606e+01dB,-1.79761205140664e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.67735141287193e+05	(1.97330348665024e+01dB,-1.79766640714472e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
4.78630092322633e+05	(1.97330381089357e+01dB,-1.79771952563573e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
4.89778819368440e+05	(1.97330412054376e+01dB,-1.79777143504015e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.01187233627266e+05	(1.97330441625761e+01dB,-1.79782216287761e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.12861383991359e+05	(1.97330469866233e+01dB,-1.79787173604151e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
5.24807460249766e+05	(1.97330496835691e+01dB,-1.79792018081323e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.37031796370246e+05	(1.97330522591339e+01dB,-1.79796752287604e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
5.49540873857618e+05	(1.97330547187807e+01dB,-1.79801378732876e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.62341325190342e+05	(1.97330570677264e+01dB,-1.79805899869899e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.75439937337150e+05	(1.97330593109533e+01dB,-1.79810318095615e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
5.88843655355582e+05	(1.97330614532195e+01dB,-1.79814635752414e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.02559586074350e+05	(1.97330634990688e+01dB,-1.79818855129381e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.16595001861474e+05	(1.97330654528406e+01dB,-1.79822978463500e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.30957344480185e+05	(1.97330673186790e+01dB,-1.79827007940847e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.45654229034647e+05	(1.97330691005416e+01dB,-1.79830945697746e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.60693448007588e+05	(1.97330708022079e+01dB,-1.79834793821898e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
6.76082975391973e+05	(1.97330724272872e+01dB,-1.79838554353489e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
6.91830970918928e+05	(1.97330739792264e+01dB,-1.79842229286275e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.07945784384129e+05	(1.97330754613174e+01dB,-1.79845820568633e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
7.24435960074981e+05	(1.97330768767037e+01dB,-1.79849330104594e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.41310241300908e+05	(1.97330782283877e+01dB,-1.79852759754856e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.58577575029174e+05	(1.97330795192362e+01dB,-1.79856111337767e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
7.76247116628682e+05	(1.97330807519873e+01dB,-1.79859386630288e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
7.94328234724271e+05	(1.97330819292558e+01dB,-1.79862587368937e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
8.12830516164089e+05	(1.97330830535388e+01dB,-1.79865715250708e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
8.31763771102660e+05	(1.97330841272210e+01dB,-1.79868771933971e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
8.51138038202365e+05	(1.97330851525798e+01dB,-1.79871759039350e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
8.70963589956069e+05	(1.97330861317900e+01dB,-1.79874678150583e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
8.91250938133734e+05	(1.97330870669288e+01dB,-1.79877530815361e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
9.12010839355898e+05	(1.97330879599795e+01dB,-1.79880318546146e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
9.33254300796979e+05	(1.97330888128365e+01dB,-1.79883042820980e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
9.54992586021423e+05	(1.97330896273088e+01dB,-1.79885705084259e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
9.77237220955797e+05	(1.97330904051240e+01dB,-1.79888306747504e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
9.99999999999986e+05	(1.97330911479318e+01dB,-1.79890849190108e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.02329299228074e+06	(1.97330918573079e+01dB,-1.79893333760069e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.04712854805089e+06	(1.97330925347569e+01dB,-1.79895761774700e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.07151930523759e+06	(1.97330931817158e+01dB,-1.79898134521332e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.09647819614317e+06	(1.97330937995568e+01dB,-1.79900453257994e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.12201845430195e+06	(1.97330943895905e+01dB,-1.79902719214082e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.14815362149687e+06	(1.97330949530683e+01dB,-1.79904933591005e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.17489755493951e+06	(1.97330954911856e+01dB,-1.79907097562831e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.20226443461740e+06	(1.97330960050836e+01dB,-1.79909212276900e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.23026877081236e+06	(1.97330964958525e+01dB,-1.79911278854439e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.25892541179415e+06	(1.97330969645332e+01dB,-1.79913298391153e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.28824955169312e+06	(1.97330974121198e+01dB,-1.79915271957807e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.31825673855639e+06	(1.97330978395618e+01dB,-1.79917200600794e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.34896288259163e+06	(1.97330982477657e+01dB,-1.79919085342688e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.38038426460287e+06	(1.97330986375975e+01dB,-1.79920927182788e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.41253754462273e+06	(1.97330990098840e+01dB,-1.79922727097646e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
1.44543977074591e+06	(1.97330993654149e+01dB,-1.79924486041588e+02°)	(1.97331069092753e+01dB,-1.80000000000000e+02°)
1.47910838816819e+06	(1.97330997049442e+01dB,-1.79926204947216e+02°)	(1.97331069092753e+01dB,1.79999999999999e+02°)
1.51356124843619e+06	(1.97331000291923e+01dB,-1.79927884725901e+02°)	(1.97331069092753e+01dB,1.80000000000000e+02°)
