Freq.	V(Vout)/V(Vin)	V(vout)
1.65958690743754e+06	(1.65372042748334e+01dB,1.33801129567931e+02°)	(1.65371985522692e+01dB,1.33866899485158e+02°)
1.69824365246172e+06	(1.64318722104005e+01dB,1.33142440458697e+02°)	(1.64318667453949e+01dB,1.33206713271095e+02°)
1.73780082874935e+06	(1.63242474282524e+01dB,1.32484733234636e+02°)	(1.63242422092132e+01dB,1.32547543020387e+02°)
1.77827941003890e+06	(1.62143379626741e+01dB,1.31828352446206e+02°)	(1.62143329785310e+01dB,1.31889732507782e+02°)
1.81970085860996e+06	(1.61021542132903e+01dB,1.31173639162935e+02°)	(1.61021494534712e+01dB,1.31233622044759e+02°)
1.86208713666284e+06	(1.59877089016625e+01dB,1.30520930102277e+02°)	(1.59877043560711e+01dB,1.30579547607975e+02°)
1.90546071796322e+06	(1.58710170186005e+01dB,1.29870556785966e+02°)	(1.58710126775950e+01dB,1.29927839995227e+02°)
1.94984459975802e+06	(1.57520957626476e+01dB,1.29222844728863e+02°)	(1.57520916170201e+01dB,1.29278824013923e+02°)
1.99526231496885e+06	(1.56309644702703e+01dB,1.28578112664955e+02°)	(1.56309605112272e+01dB,1.28632817706697e+02°)
2.04173794466950e+06	(1.55076445383425e+01dB,1.27936671814681e+02°)	(1.55076407574862e+01dB,1.27990131618372e+02°)
2.08929613085401e+06	(1.53821593395729e+01dB,1.27298825197373e+02°)	(1.53821557288836e+01dB,1.27351068108043e+02°)
2.13796208950220e+06	(1.52545341315631e+01dB,1.26664866992038e+02°)	(1.52545306833820e+01dB,1.26715920709508e+02°)
2.18776162394952e+06	(1.51247959602265e+01dB,1.26035081949262e+02°)	(1.51247926672396e+01dB,1.26084973542832e+02°)
2.23872113856831e+06	(1.49929735583184e+01dB,1.25409744856430e+02°)	(1.49929704135407e+01dB,1.25458500779229e+02°)
2.29086765276774e+06	(1.48590972398465e+01dB,1.24789120057961e+02°)	(1.48590942366075e+01dB,1.24836766160977e+02°)
2.34422881531989e+06	(1.47231987911387e+01dB,1.24173461031718e+02°)	(1.47231959230680e+01dB,1.24220022577497e+02°)
2.39883291901946e+06	(1.45853113593411e+01dB,1.23563010022206e+02°)	(1.45853086203552e+01dB,1.23608511698254e+02°)
2.45470891568499e+06	(1.44454693391108e+01dB,1.22957997730715e+02°)	(1.44454667233998e+01dB,1.23002463662582e+02°)
2.51188643150954e+06	(1.43037082582466e+01dB,1.22358643062036e+02°)	(1.43037057602623e+01dB,1.22402096826111e+02°)
2.57039578276883e+06	(1.41600646629777e+01dB,1.21765152926948e+02°)	(1.41600622774216e+01dB,1.21807617562955e+02°)
2.63026799189534e+06	(1.40145760035965e+01dB,1.21177722099251e+02°)	(1.40145737254083e+01dB,1.21219220122471e+02°)
2.69153480392688e+06	(1.38672805210837e+01dB,1.20596533125751e+02°)	(1.38672783454310e+01dB,1.20637086538954e+02°)
2.75422870333813e+06	(1.37182171353316e+01dB,1.20021756287220e+02°)	(1.37182150575997e+01dB,1.20061386592333e+02°)
2.81838293126441e+06	(1.35674253355253e+01dB,1.19453549608105e+02°)	(1.35674233513069e+01dB,1.19492277817615e+02°)
2.88403150312656e+06	(1.34149450731915e+01dB,1.18892058912475e+02°)	(1.34149431782778e+01dB,1.18929905560566e+02°)
2.95120922666634e+06	(1.32608166583712e+01dB,1.18337417923460e+02°)	(1.32608148487430e+01dB,1.18374403076903e+02°)
3.01995172040197e+06	(1.31050806593275e+01dB,1.17789748403336e+02°)	(1.31050789311461e+01dB,1.17825891672126e+02°)
3.09029543251354e+06	(1.29477778061335e+01dB,1.17249160331185e+02°)	(1.29477761557332e+01dB,1.17284480878943e+02°)
3.16227766016833e+06	(1.27889488984468e+01dB,1.16715752115059e+02°)	(1.27889473223269e+01dB,1.16750268669187e+02°)
3.23593656929623e+06	(1.26286347177153e+01dB,1.16189610835463e+02°)	(1.26286332125327e+01dB,1.16223341697078e+02°)
3.31131121482586e+06	(1.24668759440126e+01dB,1.15670812516990e+02°)	(1.24668745065744e+01dB,1.15703775570624e+02°)
3.38844156139197e+06	(1.23037130776542e+01dB,1.15159422424955e+02°)	(1.23037117049115e+01dB,1.15191635148041e+02°)
3.46736850452526e+06	(1.21391863656956e+01dB,1.14655495383895e+02°)	(1.21391850547367e+01dB,1.14686974856030e+02°)
3.54813389233570e+06	(1.19733357333773e+01dB,1.14159076114915e+02°)	(1.19733344814213e+01dB,1.14189839026919e+02°)
3.63078054770096e+06	(1.18062007205346e+01dB,1.13670199588925e+02°)	(1.18061995249260e+01dB,1.13700262251689e+02°)
3.71535229097167e+06	(1.16378204229584e+01dB,1.13188891392929e+02°)	(1.16378192811612e+01dB,1.13218269746063e+02°)
3.80189396320555e+06	(1.14682334386591e+01dB,1.12715168106682e+02°)	(1.14682323482513e+01dB,1.12743877726967e+02°)
3.89045144994275e+06	(1.12974778189532e+01dB,1.12249037687135e+02°)	(1.12974767776219e+01dB,1.12277093796782e+02°)
3.98107170553491e+06	(1.11255910242706e+01dB,1.11790499858289e+02°)	(1.11255900298069e+01dB,1.11817917333008e+02°)
4.07380277804106e+06	(1.09526098845529e+01dB,1.11339546504191e+02°)	(1.09526089348475e+01dB,1.11366339881082e+02°)
4.16869383470329e+06	(1.07785705640959e+01dB,1.10896162063008e+02°)	(1.07785696571344e+01dB,1.10922345548266e+02°)
4.26579518801586e+06	(1.06035085306737e+01dB,1.10460323920268e+02°)	(1.06035076645322e+01dB,1.10485911396716e+02°)
4.36515832240159e+06	(1.04274585287644e+01dB,1.10032002799519e+02°)	(1.04274577016058e+01dB,1.10057007833968e+02°)
4.46683592150956e+06	(1.02504545566916e+01dB,1.09611163148833e+02°)	(1.02504537667613e+01dB,1.09635598999276e+02°)
4.57088189614868e+06	(1.00725298474841e+01dB,1.09197763521745e+02°)	(1.00725290931066e+01dB,1.09221643144388e+02°)
4.67735141287191e+06	(9.89371685325331e+00dB,1.08791756951373e+02°)	(9.89371613282841e+00dB,1.08815093007502e+02°)
4.78630092322631e+06	(9.71404723287966e+00dB,1.08393091316607e+02°)	(9.71404654487926e+00dB,1.08415896179303e+02°)
4.89778819368438e+06	(9.53355184280669e+00dB,1.08001709699427e+02°)	(9.53355118577144e+00dB,1.08023995460125e+02°)
5.01187233627264e+06	(9.35226073073036e+00dB,1.07617550732525e+02°)	(9.35226010326661e+00dB,1.07639329207424e+02°)
5.12861383991357e+06	(9.17020313198350e+00dB,1.07240548936539e+02°)	(9.17020253276029e+00dB,1.07261831672872e+02°)
5.24807460249764e+06	(8.98740746841134e+00dB,1.06870635046351e+02°)	(8.98740689615765e+00dB,1.06891433328502e+02°)
5.37031796370244e+06	(8.80390134954347e+00dB,1.06507736325987e+02°)	(8.80390080304546e+00dB,1.06528061181476e+02°)
5.49540873857616e+06	(8.61971157586778e+00dB,1.06151776871776e+02°)	(8.61971105396626e+00dB,1.06171639077108e+02°)
5.62341325190340e+06	(8.43486414402573e+00dB,1.05802677903527e+02°)	(8.43486364561366e+00dB,1.05822087989902e+02°)
5.75439937337148e+06	(8.24938425374581e+00dB,1.05460358043561e+02°)	(8.24938377776600e+00dB,1.05479326302461e+02°)
5.88843655355579e+06	(8.06329631634899e+00dB,1.05124733583514e+02°)	(8.06329586179182e+00dB,1.05143270072157e+02°)
6.02559586074348e+06	(7.87662396466080e+00dB,1.04795718738912e+02°)	(7.87662353056208e+00dB,1.04813833285589e+02°)
6.16595001861472e+06	(7.68939006417630e+00dB,1.04473225891573e+02°)	(7.68938964961526e+00dB,1.04490928100852e+02°)
6.30957344480183e+06	(7.50161672533211e+00dB,1.04157165819938e+02°)	(7.50161632942940e+00dB,1.04174465077763e+02°)
6.45654229034645e+06	(7.31332531674718e+00dB,1.03847447917517e+02°)	(7.31332493866305e+00dB,1.03864353396181e+02°)
6.60693448007585e+06	(7.12453647930384e+00dB,1.03543980399633e+02°)	(7.12453611823630e+00dB,1.03560501062643e+02°)
6.76082975391971e+06	(6.93527014094791e+00dB,1.03246670498731e+02°)	(6.93526979613110e+00dB,1.03262815105559e+02°)
6.91830970918925e+06	(6.74554553209385e+00dB,1.02955424648500e+02°)	(6.74554520279636e+00dB,1.02971201759229e+02°)
7.07945784384126e+06	(6.55538120153203e+00dB,1.02670148657147e+02°)	(6.55538088705538e+00dB,1.02685566637008e+02°)
7.24435960074978e+06	(6.36479503274271e+00dB,1.02390747870113e+02°)	(6.36479473241985e+00dB,1.02405814893921e+02°)
7.41310241300905e+06	(6.17380426052172e+00dB,1.02117127322591e+02°)	(6.17380397371562e+00dB,1.02131851379080e+02°)
7.58577575029171e+06	(5.98242548784366e+00dB,1.01849191882198e+02°)	(5.98242521394597e+00dB,1.01863580778256e+02°)
7.76247116628679e+06	(5.79067470288015e+00dB,1.01586846382161e+02°)	(5.79067444130989e+00dB,1.01600907746971e+02°)
7.94328234724268e+06	(5.59856729611067e+00dB,1.01329995745394e+02°)	(5.59856704631302e+00dB,1.01343737034475e+02°)
8.12830516164086e+06	(5.40611807746048e+00dB,1.01078545099832e+02°)	(5.40611783890558e+00dB,1.01091973598998e+02°)
8.31763771102657e+06	(5.21334129340970e+00dB,1.00832399885408e+02°)	(5.21334106559155e+00dB,1.00845522714625e+02°)
8.51138038202362e+06	(5.02025064402517e+00dB,1.00591465953037e+02°)	(5.02025042646053e+00dB,1.00604290070203e+02°)
8.70963589956066e+06	(4.82685929986730e+00dB,1.00355649655990e+02°)	(4.82685909209468e+00dB,1.00368181860619e+02°)
8.91250938133731e+06	(4.63317991873276e+00dB,1.00124857934005e+02°)	(4.63317972031146e+00dB,1.00137104870838e+02°)
9.12010839355894e+06	(4.43922466219849e+00dB,9.98989983905237e+01°)	(4.43922447270762e+00dB,9.99109665530475e+01°)
9.33254300796975e+06	(4.24500521193324e+00dB,9.96779793633795e+01°)	(4.24500503097086e+00dB,9.96896750972718e+01°)
9.54992586021420e+06	(4.05053278575087e+00dB,9.94617099892940e+01°)	(4.05053261293314e+00dB,9.94731394957870e+01°)
9.77237220955794e+06	(3.85581815338169e+00dB,9.92501002625170e+01°)	(3.85581798834204e+00dB,9.92612696016857e+01°)
1.00000000000000e+07	(3.66087165194102e+00dB,9.90430610879312e+01°)	(3.66087149432939e+00dB,9.90539761819064e+01°)
