time_s,Vin_V,VL_V
0.0005255,0.0723618083,0.009565695291570727
0.000526,0.0723618083,0.015780468047929198
0.0005265000000000001,0.078391959,-0.016824010418857352
0.000527,0.0723618083,0.007519120184040036
0.0005275,0.078391959,0.012996835145590007
0.000528,0.0804020092,-0.0159409500269231
0.0005285,0.0723618083,-0.004245299871196783
0.000529,0.0804020092,-0.0015953006393989956
0.0005295,0.0743718585,0.021967819700481152
0.00053,0.0884422101,0.01288763625546325
0.0005305,0.0824120594,0.006486895950762642
0.000531,0.0924623106,-0.0017796392125297052
0.0005315,0.0864321599,-0.025612355672655476
0.000532,0.0804020092,0.0070274768235123065
0.0005325,0.0904522603,0.006293343508283514
0.000533,0.0884422101,0.0016747443445406813
0.0005335,0.0904522603,0.024538430303415862
0.000534,0.096482411,0.009145498428788791
0.0005345,0.096482411,0.0036568905084680215
0.000535,0.1005025115,-0.0015893690651587783
0.0005355000000000001,0.096482411,-0.004945932618189646
0.000536,0.096482411,0.0020792804331535406
0.0005365,0.0984924613,0.014633188004173174
0.000537,0.1005025115,0.010380411827888299
0.0005375,0.0984924613,0.025263715268023776
0.0005380000000000001,0.1125628129,0.02794851809629473
0.0005385,0.1105527626,-0.018119451001316404
0.000539,0.1045226119,0.006834471624908983
0.0005395,0.1125628129,0.006978660338932994
0.00054,0.1125628129,0.0035869235011710687
0.0005405,0.1125628129,0.004936197821775727
0.000541,0.1125628129,0.004038878565373582
0.0005415,0.1185929636,-0.001098560595580899
0.0005420000000000001,0.1206030138,-0.002100685553530267
0.0005425,0.1185929636,-0.012869681431575165
0.000543,0.1165829133,-0.010765301742933714
0.0005435,0.1125628129,-0.0025553434512361342
0.000544,0.1206030138,0.01930774994667148
0.0005445000000000001,0.122613064,0.008487413056250469
0.000545,0.1286432147,0.008255344026470258
0.0005455,0.1286432147,-0.02150007595332718
0.000546,0.1206030138,0.0001418610299688595
0.0005465,0.1306532649,0.027606498448396088
0.000547,0.1326633152,0.0006129504275940306
0.0005475,0.1286432147,0.015900645950624265
0.000548,0.1366834156,0.03102631338014268
0.0005485,0.1427135663,-0.009766582970912624
0.000549,0.1326633152,-0.02007749540963091
0.0005495,0.1366834156,0.010983076111413106
0.00055,0.1366834156,0.00705073488359512
0.0005505,0.1386934659,-9.345145060713454e-06
0.0005510000000000001,0.1407035161,0.0021383174673654014
0.0005515,0.1386934658,0.014626668862820554
0.000552,0.1447236165,-0.001834168844680982
0.0005525,0.1447236165,0.014988237510988866
0.000553,0.148743717,-0.012676760444553743
0.0005535,0.1386934658,0.021424394335054643
0.000554,0.1527638175,0.042165365867703725
0.0005545,0.1567839179,0.012064739040379514
0.000555,0.1608040184,-0.0019561065831263102
0.0005555,0.1547738677,-0.02321951442313008
0.000556,0.1527638175,-0.00043911290334512545
0.0005565,0.1587939681,0.006100622919380268
0.000557,0.1567839179,-0.009849173227531321
0.0005575,0.1587939682,0.006097082552350728
0.000558,0.1608040184,-0.016382821892000403
0.0005585,0.1587939681,-0.00892250869960048
0.000559,0.1648241188,0.012093251382442473
0.0005595,0.1608040184,-0.001238059083520926
0.0005600000000000001,0.1608040184,0.01401251433352755
0.0005605,0.1688442193,0.014416064357073835
0.000561,0.1688442193,-0.006945819127016582
0.0005615,0.1688442193,6.1482746538375245e-06
0.000562,0.1688442193,-0.011739164069905345
0.0005625000000000001,0.1688442193,0.009774365902505775
0.000563,0.1688442193,0.005592204511751991
0.0005635,0.1708542695,0.014331798284180006
0.000564,0.1768844202,0.0062638390801894
0.0005645,0.1768844202,-0.01192798491443908
0.000565,0.1768844202,0.001871493343301297
0.0005655,0.1768844202,0.027702211199477803
0.000566,0.1849246211,-0.004177978497595632
0.0005665000000000001,0.1788944704,-0.010210163434647214
0.000567,0.1849246211,0.0025006288916848887
0.0005675,0.1849246211,0.006242447069792752
0.000568,0.1849246211,0.025449921128376397
0.0005685,0.1849246211,0.018170033935473243
0.0005690000000000001,0.192964822,0.0035170539761937565
0.0005695,0.1849246211,-0.020065003778387734
0.00057,0.1849246211,0.003857008740812849
0.0005705,0.1929648221,0.027185729328326518
0.000571,0.1969849225,0.006599692806723612
0.0005715,0.1929648221,0.0169567015843321
0.000572,0.201005023,0.0024373416023811805
0.0005725,0.1949748723,-0.01823630039845708
0.000573,0.1969849225,0.031826865804455415
0.0005735,0.2070351737,0.019313759168019782
