x-axis,1,2
second,Volt,Volt
-344.4700E-06,-163.8190937E-03,-176.8844202E-03
-343.9800E-06,-178.8944704E-03,-184.9246211E-03
-343.4900E-06,-186.9346714E-03,-201.0050230E-03
-343.0000E-06,-209.0452239E-03,-213.0653244E-03
-342.5100E-06,-216.0803997E-03,-225.1256257E-03
-342.0200E-06,-231.1557764E-03,-241.2060276E-03
-341.5300E-06,-241.2060276E-03,-247.2361783E-03
-341.0400E-06,-249.2462285E-03,-265.3266303E-03
-340.5500E-06,-260.3015047E-03,-270.3517559E-03
-340.0600E-06,-273.3668312E-03,-287.4371828E-03
-339.5700E-06,-289.4472331E-03,-290.4522582E-03
-339.0800E-06,-297.4874340E-03,-301.5075345E-03
-338.5900E-06,-305.5276349E-03,-313.5678358E-03
-338.1000E-06,-325.6281372E-03,-329.6482377E-03
-337.6100E-06,-334.6733632E-03,-337.6884386E-03
-337.1200E-06,-337.6884386E-03,-345.7286395E-03
-336.6300E-06,-345.7286395E-03,-353.7688404E-03
-336.1400E-06,-359.7989911E-03,-361.8090414E-03
-335.6500E-06,-361.8090414E-03,-368.8442172E-03
-335.1600E-06,-373.8693427E-03,-377.8894432E-03
-334.6700E-06,-378.8944683E-03,-378.8944683E-03
-334.1800E-06,-385.9296441E-03,-391.9597948E-03
-333.6900E-06,-393.9698450E-03,-393.9698450E-03
-333.2000E-06,-410.0502469E-03,-410.0502469E-03
-332.7100E-06,-412.0602971E-03,-410.0502469E-03
-332.2200E-06,-418.0904478E-03,-420.1004980E-03
-331.7300E-06,-418.0904478E-03,-419.0954729E-03
-331.2400E-06,-430.1507492E-03,-434.1708496E-03
-330.7500E-06,-434.1708496E-03,-433.1658245E-03
-330.2600E-06,-440.2010003E-03,-434.1708496E-03
-329.7700E-06,-437.1859250E-03,-439.1959752E-03
-329.2800E-06,-450.2512515E-03,-442.2110505E-03
-328.7900E-06,-450.2512515E-03,-442.2110505E-03
